video_name,label
Clx4VXItLTE_18,0
Clx4VXItLTE_19,1
Clx4VXItLTE_20,1
Clx4VXItLTE_21,0
Clx4VXItLTE_22,1
Clx4VXItLTE_23,2
Clx4VXItLTE_24,1
Clx4VXItLTE_25,1
Clx4VXItLTE_26,1
Clx4VXItLTE_27,1
Clx4VXItLTE_28,0
Clx4VXItLTE_29,-1
Clx4VXItLTE_30,-2
Clx4VXItLTE_31,0
cM3Yna7AavY_1,2
cM3Yna7AavY_2,2
cM3Yna7AavY_3,1
cM3Yna7AavY_4,1
cM3Yna7AavY_5,3
cM3Yna7AavY_6,3
cM3Yna7AavY_7,3
cM3Yna7AavY_8,-1
cM3Yna7AavY_9,0
cM3Yna7AavY_10,2
cM3Yna7AavY_11,2
cM3Yna7AavY_12,-1
cM3Yna7AavY_13,-2
cM3Yna7AavY_14,-3
cM3Yna7AavY_15,-2
cM3Yna7AavY_16,-3
cW1FSBF59ik_1,-3
cW1FSBF59ik_2,3
cW1FSBF59ik_3,-1
cW1FSBF59ik_4,2
cW1FSBF59ik_5,2
cW1FSBF59ik_6,1
cW1FSBF59ik_7,0
cW1FSBF59ik_8,2
cW1FSBF59ik_9,-2
cW1FSBF59ik_10,-1
cW1FSBF59ik_11,-1
cW1FSBF59ik_12,2
cW1FSBF59ik_13,2
cW1FSBF59ik_14,-1
cW1FSBF59ik_15,-3
cW1FSBF59ik_16,3
cW1FSBF59ik_17,2
cW1FSBF59ik_18,3
cW1FSBF59ik_19,0
cW1FSBF59ik_20,2
cW1FSBF59ik_21,2
cW1FSBF59ik_22,-1
cW1FSBF59ik_23,1
cW1FSBF59ik_24,0
cXypl4FnoZo_1,1
cXypl4FnoZo_2,1
cXypl4FnoZo_3,2
cXypl4FnoZo_4,-1
cXypl4FnoZo_5,2
cXypl4FnoZo_6,-1
cXypl4FnoZo_7,-1
cXypl4FnoZo_8,1
cXypl4FnoZo_9,1
cXypl4FnoZo_10,2
cXypl4FnoZo_11,1
cXypl4FnoZo_12,2
cXypl4FnoZo_13,-1
cXypl4FnoZo_14,-1
cXypl4FnoZo_15,0
cXypl4FnoZo_16,-1
cXypl4FnoZo_17,-1
cXypl4FnoZo_18,0
cXypl4FnoZo_19,1
cXypl4FnoZo_20,-1
cXypl4FnoZo_21,-1
cXypl4FnoZo_22,0
cXypl4FnoZo_23,0
cXypl4FnoZo_24,0
cXypl4FnoZo_25,-1
cXypl4FnoZo_26,1
cXypl4FnoZo_27,1
cXypl4FnoZo_28,-2
cXypl4FnoZo_29,-1
d3_k5Xpfmik_1,2
d3_k5Xpfmik_2,0
d3_k5Xpfmik_3,2
d3_k5Xpfmik_4,-1
d3_k5Xpfmik_5,2
d3_k5Xpfmik_6,2
d3_k5Xpfmik_7,0
d3_k5Xpfmik_8,2
d3_k5Xpfmik_9,1
d3_k5Xpfmik_10,0
d3_k5Xpfmik_11,2
d3_k5Xpfmik_12,2
d3_k5Xpfmik_13,2
d3_k5Xpfmik_14,2
d3_k5Xpfmik_15,3
d3_k5Xpfmik_16,2
d3_k5Xpfmik_17,2
d3_k5Xpfmik_18,1
d3_k5Xpfmik_19,0
d6hH302o4v8_1,-3
d6hH302o4v8_2,-2
d6hH302o4v8_3,0
d6hH302o4v8_4,-2
d6hH302o4v8_5,-1
d6hH302o4v8_6,-2
d6hH302o4v8_7,-3
d6hH302o4v8_8,-2
d6hH302o4v8_9,-2
d6hH302o4v8_10,-1
d6hH302o4v8_11,-1
d6hH302o4v8_12,1
d6hH302o4v8_13,-2
d6hH302o4v8_14,-2
d6hH302o4v8_15,-2
d6hH302o4v8_16,-2
d6hH302o4v8_17,-2
d6hH302o4v8_18,-2
d6hH302o4v8_19,-3
d6hH302o4v8_20,1
d6hH302o4v8_21,-2
d6hH302o4v8_22,-1
d6hH302o4v8_23,-3
d6hH302o4v8_24,-3
d6hH302o4v8_25,-2
d6hH302o4v8_26,-3
d6hH302o4v8_27,-3
d6hH302o4v8_28,-1
d6hH302o4v8_29,-2
d6hH302o4v8_30,-3
d6hH302o4v8_31,-1
d6hH302o4v8_32,-1
d6hH302o4v8_33,-3
d6hH302o4v8_34,-3
d6hH302o4v8_35,-2
d6hH302o4v8_36,-2
d6hH302o4v8_37,-2
d6hH302o4v8_38,-3
d6hH302o4v8_39,-3
d6hH302o4v8_40,-1
d6hH302o4v8_41,-2
d6hH302o4v8_42,-1
d6hH302o4v8_43,-2
Dg_0XKD0Mf4_1,-1
Dg_0XKD0Mf4_2,1
Dg_0XKD0Mf4_3,1
Dg_0XKD0Mf4_4,0
Dg_0XKD0Mf4_5,1
Dg_0XKD0Mf4_6,-2
Dg_0XKD0Mf4_7,-2
Dg_0XKD0Mf4_8,0
Dg_0XKD0Mf4_9,-2
Dg_0XKD0Mf4_10,-2
Dg_0XKD0Mf4_11,2
Dg_0XKD0Mf4_12,1
Dg_0XKD0Mf4_13,-1
Dg_0XKD0Mf4_14,-1
Dg_0XKD0Mf4_15,1
Dg_0XKD0Mf4_16,1
Dg_0XKD0Mf4_17,0
Dg_0XKD0Mf4_18,1
dq3Nf_lMPnE_1,0
dq3Nf_lMPnE_2,-1
dq3Nf_lMPnE_3,-1
dq3Nf_lMPnE_4,0
dq3Nf_lMPnE_5,1
dq3Nf_lMPnE_6,1
dq3Nf_lMPnE_7,-2
dq3Nf_lMPnE_8,1
dq3Nf_lMPnE_9,-1
dq3Nf_lMPnE_10,1
dq3Nf_lMPnE_11,-1
dq3Nf_lMPnE_12,-2
dq3Nf_lMPnE_13,-1
dq3Nf_lMPnE_14,-2
dq3Nf_lMPnE_15,1
etzxEpPuc6I_1,0
etzxEpPuc6I_2,1
etzxEpPuc6I_3,-2
etzxEpPuc6I_4,1
etzxEpPuc6I_5,0
etzxEpPuc6I_6,0
etzxEpPuc6I_7,-1
etzxEpPuc6I_8,-1
etzxEpPuc6I_9,-3
etzxEpPuc6I_10,-1
etzxEpPuc6I_11,-2
etzxEpPuc6I_12,1
etzxEpPuc6I_13,-2
etzxEpPuc6I_14,-1
etzxEpPuc6I_15,0
etzxEpPuc6I_16,-2
etzxEpPuc6I_17,0
etzxEpPuc6I_18,1
etzxEpPuc6I_19,0
f_pcplsH_V0_1,0
f_pcplsH_V0_2,1
f_pcplsH_V0_3,1
f_pcplsH_V0_4,0
f_pcplsH_V0_5,1
f_pcplsH_V0_6,2
f_pcplsH_V0_7,0
f_pcplsH_V0_8,1
f_pcplsH_V0_9,-2
f_pcplsH_V0_10,1
f_pcplsH_V0_11,0
f_pcplsH_V0_12,-1
f_pcplsH_V0_13,2
f_pcplsH_V0_14,-1
f_pcplsH_V0_15,-1
f9O3YtZ2VfI_1,-1
f9O3YtZ2VfI_2,1
f9O3YtZ2VfI_3,1
f9O3YtZ2VfI_4,-2
f9O3YtZ2VfI_5,-2
f9O3YtZ2VfI_6,-3
f9O3YtZ2VfI_7,-1
f9O3YtZ2VfI_8,-2
f9O3YtZ2VfI_9,-2
f9O3YtZ2VfI_10,-2
f9O3YtZ2VfI_11,-1
f9O3YtZ2VfI_12,-2
f9O3YtZ2VfI_13,-2
f9O3YtZ2VfI_14,1
f9O3YtZ2VfI_15,-1
f9O3YtZ2VfI_16,-1
f9O3YtZ2VfI_17,-2
f9O3YtZ2VfI_18,-1
f9O3YtZ2VfI_19,-1
f9O3YtZ2VfI_20,0
f9O3YtZ2VfI_21,2
f9O3YtZ2VfI_22,1
f9O3YtZ2VfI_23,2
f9O3YtZ2VfI_24,-3
f9O3YtZ2VfI_25,-1
f9O3YtZ2VfI_26,1
f9O3YtZ2VfI_27,2
f9O3YtZ2VfI_28,1
f9O3YtZ2VfI_29,-2
f9O3YtZ2VfI_30,-1
fvVhgmXxadc_1,0
fvVhgmXxadc_2,-3
fvVhgmXxadc_3,-2
fvVhgmXxadc_4,-3
fvVhgmXxadc_5,0
fvVhgmXxadc_6,0
fvVhgmXxadc_7,-1
fvVhgmXxadc_8,0
fvVhgmXxadc_9,0
fvVhgmXxadc_10,0
fvVhgmXxadc_11,0
fvVhgmXxadc_12,0
fvVhgmXxadc_13,0
fvVhgmXxadc_14,0
G6GlGvlkxAQ_1,3
G6GlGvlkxAQ_2,1
G6GlGvlkxAQ_3,1
G6GlGvlkxAQ_4,1
G6GlGvlkxAQ_5,2
G6GlGvlkxAQ_6,3
G6GlGvlkxAQ_7,2
G6GlGvlkxAQ_8,0
G6GlGvlkxAQ_9,1
G6GlGvlkxAQ_10,2
G6GlGvlkxAQ_11,2
G6GlGvlkxAQ_12,-1
G6GlGvlkxAQ_13,0
G6GlGvlkxAQ_14,0
G6GlGvlkxAQ_15,-1
G6GlGvlkxAQ_16,0
G6GlGvlkxAQ_17,-1
G6GlGvlkxAQ_18,-1
G6GlGvlkxAQ_19,0
G6GlGvlkxAQ_20,0
G6GlGvlkxAQ_21,0
G6GlGvlkxAQ_22,1
G6GlGvlkxAQ_23,-1
G6GlGvlkxAQ_24,2
G6GlGvlkxAQ_25,2
G6GlGvlkxAQ_26,0
G6GlGvlkxAQ_27,0
G6GlGvlkxAQ_28,0
G6GlGvlkxAQ_29,2
GWuJjcEuzt8_1,2
GWuJjcEuzt8_2,1
GWuJjcEuzt8_3,2
GWuJjcEuzt8_4,0
GWuJjcEuzt8_5,-2
GWuJjcEuzt8_6,-1
GWuJjcEuzt8_7,1
GWuJjcEuzt8_8,-1
GWuJjcEuzt8_9,2
GWuJjcEuzt8_10,2
GWuJjcEuzt8_11,1
GWuJjcEuzt8_12,1
GWuJjcEuzt8_13,2
GWuJjcEuzt8_14,1
GWuJjcEuzt8_15,1
GWuJjcEuzt8_16,0
GWuJjcEuzt8_17,0
GWuJjcEuzt8_18,0
G-xst2euQUc_1,2
G-xst2euQUc_2,0
G-xst2euQUc_3,-1
G-xst2euQUc_4,-2
G-xst2euQUc_5,2
G-xst2euQUc_6,2
G-xst2euQUc_7,2
G-xst2euQUc_8,2
G-xst2euQUc_9,2
G-xst2euQUc_10,1
G-xst2euQUc_11,-1
G-xst2euQUc_12,2
G-xst2euQUc_13,2
G-xst2euQUc_14,-1
G-xst2euQUc_15,1
G-xst2euQUc_16,0
G-xst2euQUc_17,0
G-xst2euQUc_18,0
G-xst2euQUc_19,1
G-xst2euQUc_20,2
G-xst2euQUc_21,1
HEsqda8_d0Q_1,3
HEsqda8_d0Q_2,2
HEsqda8_d0Q_3,2
HEsqda8_d0Q_4,0
HEsqda8_d0Q_5,-1
HEsqda8_d0Q_6,2
HEsqda8_d0Q_7,2
HEsqda8_d0Q_8,1
HEsqda8_d0Q_9,1
HEsqda8_d0Q_10,0
HEsqda8_d0Q_11,3
HEsqda8_d0Q_12,0
HEsqda8_d0Q_13,-1
HEsqda8_d0Q_14,3
HEsqda8_d0Q_15,1
HEsqda8_d0Q_16,2
HEsqda8_d0Q_17,-1
HEsqda8_d0Q_18,-2
HEsqda8_d0Q_19,0
HEsqda8_d0Q_20,3
HEsqda8_d0Q_21,1
HEsqda8_d0Q_22,0
HEsqda8_d0Q_23,0
HEsqda8_d0Q_24,2
HEsqda8_d0Q_25,2
HEsqda8_d0Q_26,0
HEsqda8_d0Q_27,0
HEsqda8_d0Q_28,2
HEsqda8_d0Q_29,0
HEsqda8_d0Q_30,2
HEsqda8_d0Q_31,2
HEsqda8_d0Q_32,1
HEsqda8_d0Q_33,0
HEsqda8_d0Q_34,-2
I5y0__X72p0_1,1
I5y0__X72p0_2,-1
I5y0__X72p0_3,-2
I5y0__X72p0_4,0
I5y0__X72p0_5,1
I5y0__X72p0_6,2
I5y0__X72p0_7,-1
I5y0__X72p0_8,0
I5y0__X72p0_9,2
I5y0__X72p0_10,1
I5y0__X72p0_11,1
I5y0__X72p0_12,-1
I5y0__X72p0_13,0
I5y0__X72p0_14,0
I5y0__X72p0_15,1
I5y0__X72p0_16,-1
I5y0__X72p0_17,-1
I5y0__X72p0_18,2
I5y0__X72p0_19,1
I5y0__X72p0_20,-1
I5y0__X72p0_21,-1
I5y0__X72p0_22,-2
I5y0__X72p0_23,-2
I5y0__X72p0_24,-2
I5y0__X72p0_25,2
I5y0__X72p0_26,-1
I5y0__X72p0_27,-2
I5y0__X72p0_28,1
I5y0__X72p0_29,2
I5y0__X72p0_30,2
I5y0__X72p0_31,2
I5y0__X72p0_32,2
I5y0__X72p0_33,1
I5y0__X72p0_34,1
I5y0__X72p0_35,2
I5y0__X72p0_36,-1
I5y0__X72p0_37,1
I5y0__X72p0_38,0
I5y0__X72p0_39,1
iiK8YX8oH1E_1,-3
iiK8YX8oH1E_2,1
iiK8YX8oH1E_3,-1
iiK8YX8oH1E_4,-2
iiK8YX8oH1E_5,0
iiK8YX8oH1E_6,0
iiK8YX8oH1E_7,-2
iiK8YX8oH1E_8,-1
iiK8YX8oH1E_9,0
iiK8YX8oH1E_10,0
iiK8YX8oH1E_11,1
iiK8YX8oH1E_12,2
iiK8YX8oH1E_13,-2
iiK8YX8oH1E_14,-1
iiK8YX8oH1E_15,1
iiK8YX8oH1E_16,0
iiK8YX8oH1E_17,2
iiK8YX8oH1E_18,-1
Iu2PFX3z_1s_1,2
Iu2PFX3z_1s_2,1
Iu2PFX3z_1s_3,1
Iu2PFX3z_1s_4,0
Iu2PFX3z_1s_5,1
Iu2PFX3z_1s_6,1
Iu2PFX3z_1s_7,2
Iu2PFX3z_1s_8,0
Iu2PFX3z_1s_9,1
Iu2PFX3z_1s_10,2
Iu2PFX3z_1s_11,1
Iu2PFX3z_1s_12,2
Iu2PFX3z_1s_13,0
Iu2PFX3z_1s_14,1
Iu2PFX3z_1s_15,2
Iu2PFX3z_1s_16,1
IumbAb8q2dM_1,0
IumbAb8q2dM_2,0
IumbAb8q2dM_3,1
IumbAb8q2dM_4,2
IumbAb8q2dM_5,3
IumbAb8q2dM_6,2
IumbAb8q2dM_7,-1
IumbAb8q2dM_8,3
IumbAb8q2dM_9,2
IumbAb8q2dM_10,0
IumbAb8q2dM_11,-1
IumbAb8q2dM_12,1
IumbAb8q2dM_13,2
IumbAb8q2dM_14,1
IumbAb8q2dM_15,2
IumbAb8q2dM_16,2
IumbAb8q2dM_17,2
IumbAb8q2dM_18,1
IumbAb8q2dM_19,2
IumbAb8q2dM_20,2
IumbAb8q2dM_21,1
IumbAb8q2dM_22,2
Jkswaaud0hk_1,2
Jkswaaud0hk_2,2
Jkswaaud0hk_3,2
Jkswaaud0hk_4,1
Jkswaaud0hk_5,2
Jkswaaud0hk_6,0
Jkswaaud0hk_7,0
Jkswaaud0hk_8,2
Jkswaaud0hk_9,1
Jkswaaud0hk_10,0
Jkswaaud0hk_11,2
Jkswaaud0hk_12,2
Jkswaaud0hk_13,2
Jkswaaud0hk_14,1
Jkswaaud0hk_15,2
Jkswaaud0hk_16,2
Jkswaaud0hk_17,0
Jkswaaud0hk_18,1
Jkswaaud0hk_19,2
Jkswaaud0hk_20,2
jUzDDGyPkXU_1,3
jUzDDGyPkXU_2,3
jUzDDGyPkXU_3,0
jUzDDGyPkXU_4,-2
jUzDDGyPkXU_5,-1
jUzDDGyPkXU_6,-2
jUzDDGyPkXU_7,-1
jUzDDGyPkXU_8,2
jUzDDGyPkXU_9,3
jUzDDGyPkXU_10,2
jUzDDGyPkXU_11,2
jUzDDGyPkXU_12,0
jUzDDGyPkXU_13,-1
jUzDDGyPkXU_14,1
jUzDDGyPkXU_15,1
jUzDDGyPkXU_16,1
jUzDDGyPkXU_17,-3
jUzDDGyPkXU_18,-2
jUzDDGyPkXU_19,2
jUzDDGyPkXU_20,-2
jUzDDGyPkXU_21,-1
jUzDDGyPkXU_22,-2
jUzDDGyPkXU_23,1
jUzDDGyPkXU_24,-1
jUzDDGyPkXU_25,-2
jUzDDGyPkXU_26,-2
jUzDDGyPkXU_27,-2
k5Y_838nuGo_1,-2
k5Y_838nuGo_2,1
k5Y_838nuGo_3,1
k5Y_838nuGo_4,1
k5Y_838nuGo_5,-1
k5Y_838nuGo_6,2
k5Y_838nuGo_7,-2
k5Y_838nuGo_8,-1
k5Y_838nuGo_9,2
k5Y_838nuGo_10,2
k5Y_838nuGo_11,0
k5Y_838nuGo_12,0
k5Y_838nuGo_13,1
k5Y_838nuGo_14,-2
k5Y_838nuGo_15,-1
k5Y_838nuGo_16,0
k5Y_838nuGo_17,1
k5Y_838nuGo_18,0
k5Y_838nuGo_19,-1
k5Y_838nuGo_20,0
k5Y_838nuGo_21,0
k5Y_838nuGo_22,0
k5Y_838nuGo_23,0
k5Y_838nuGo_24,1
k5Y_838nuGo_25,0
k5Y_838nuGo_26,2
k5Y_838nuGo_27,-1
k5Y_838nuGo_28,2
k5Y_838nuGo_29,-1
k5Y_838nuGo_30,2
k5Y_838nuGo_31,-1
LSi-o-IrDMs_1,1
LSi-o-IrDMs_2,-2
LSi-o-IrDMs_3,0
LSi-o-IrDMs_4,-1
LSi-o-IrDMs_5,0
LSi-o-IrDMs_6,-2
LSi-o-IrDMs_7,0
LSi-o-IrDMs_8,0
LSi-o-IrDMs_9,-1
LSi-o-IrDMs_10,-2
LSi-o-IrDMs_11,1
LSi-o-IrDMs_12,0
LSi-o-IrDMs_13,-2
LSi-o-IrDMs_14,2
LSi-o-IrDMs_15,1
LSi-o-IrDMs_16,1
LSi-o-IrDMs_17,2
LSi-o-IrDMs_18,1
LSi-o-IrDMs_19,2
LSi-o-IrDMs_20,-1
LSi-o-IrDMs_21,3
LSi-o-IrDMs_22,2
LSi-o-IrDMs_23,1
LSi-o-IrDMs_24,2
LSi-o-IrDMs_25,0
LSi-o-IrDMs_26,-1
LSi-o-IrDMs_27,-1
LSi-o-IrDMs_28,-2
LSi-o-IrDMs_29,1
lXPQBPVc5Cw_1,0
lXPQBPVc5Cw_2,-2
lXPQBPVc5Cw_3,-2
lXPQBPVc5Cw_4,-1
lXPQBPVc5Cw_5,-1
lXPQBPVc5Cw_6,-1
lXPQBPVc5Cw_7,-3
lXPQBPVc5Cw_8,3
lXPQBPVc5Cw_9,-3
lXPQBPVc5Cw_10,-2
lXPQBPVc5Cw_11,-2
lXPQBPVc5Cw_12,-2
lXPQBPVc5Cw_13,3
lXPQBPVc5Cw_14,-2
lXPQBPVc5Cw_15,-3
lXPQBPVc5Cw_16,0
lXPQBPVc5Cw_17,-2
lXPQBPVc5Cw_18,-1
lXPQBPVc5Cw_19,-2
lXPQBPVc5Cw_20,-2
lXPQBPVc5Cw_21,2
lXPQBPVc5Cw_22,3
lXPQBPVc5Cw_23,-2
lXPQBPVc5Cw_24,-1
lXPQBPVc5Cw_25,-2
lXPQBPVc5Cw_26,-3
lXPQBPVc5Cw_27,-3
lXPQBPVc5Cw_28,1
lXPQBPVc5Cw_29,-1
lXPQBPVc5Cw_30,-2
MLal-t_vJPM_1,-1
MLal-t_vJPM_2,2
MLal-t_vJPM_3,2
MLal-t_vJPM_4,2
MLal-t_vJPM_5,2
MLal-t_vJPM_6,3
MLal-t_vJPM_7,2
MLal-t_vJPM_8,3
MLal-t_vJPM_9,2
MLal-t_vJPM_10,-2
MLal-t_vJPM_11,-3
MLal-t_vJPM_12,-2
MLal-t_vJPM_13,1
MLal-t_vJPM_14,-1
MLal-t_vJPM_15,-1
MLal-t_vJPM_16,-2
MLal-t_vJPM_17,-1
MLal-t_vJPM_18,0
nbWiPyCm4g0_1,1
nbWiPyCm4g0_2,-2
nbWiPyCm4g0_3,-2
nbWiPyCm4g0_4,-2
nbWiPyCm4g0_5,-1
nbWiPyCm4g0_6,0
nbWiPyCm4g0_7,-1
nbWiPyCm4g0_8,-2
nbWiPyCm4g0_9,-1
nbWiPyCm4g0_10,1
Njd1F0vZSm4_1,1
Njd1F0vZSm4_2,3
Njd1F0vZSm4_3,2
Njd1F0vZSm4_4,2
Njd1F0vZSm4_5,0
Njd1F0vZSm4_6,2
Njd1F0vZSm4_7,-1
Njd1F0vZSm4_8,-2
Njd1F0vZSm4_9,-2
Njd1F0vZSm4_10,-1
Njd1F0vZSm4_11,-2
Njd1F0vZSm4_12,-2
Njd1F0vZSm4_13,0
nzpVDcQ0ywM_1,0
nzpVDcQ0ywM_2,-2
nzpVDcQ0ywM_3,1
nzpVDcQ0ywM_4,-2
nzpVDcQ0ywM_5,0
nzpVDcQ0ywM_6,-1
nzpVDcQ0ywM_7,-1
nzpVDcQ0ywM_8,2
nzpVDcQ0ywM_9,-2
nzpVDcQ0ywM_10,-1
nzpVDcQ0ywM_11,0
nzpVDcQ0ywM_12,-1
nzpVDcQ0ywM_13,-1
nzpVDcQ0ywM_14,0
nzpVDcQ0ywM_15,-1
nzpVDcQ0ywM_16,1
nzpVDcQ0ywM_17,2
nzpVDcQ0ywM_18,1
nzpVDcQ0ywM_19,-2
nzpVDcQ0ywM_20,0
nzpVDcQ0ywM_21,-1
nzpVDcQ0ywM_22,2
nzpVDcQ0ywM_23,2
nzpVDcQ0ywM_24,2
Nzq88NnDkEk_1,0
Nzq88NnDkEk_2,-3
Nzq88NnDkEk_3,0
Nzq88NnDkEk_4,-1
Nzq88NnDkEk_5,0
Nzq88NnDkEk_6,2
Nzq88NnDkEk_7,2
Nzq88NnDkEk_8,-1
Nzq88NnDkEk_9,-3
Nzq88NnDkEk_10,-1
Nzq88NnDkEk_11,-2
Nzq88NnDkEk_12,-2
Nzq88NnDkEk_13,-2
Nzq88NnDkEk_14,-1
Nzq88NnDkEk_15,-1
Nzq88NnDkEk_16,-2
Nzq88NnDkEk_17,-2
Nzq88NnDkEk_18,-1
Nzq88NnDkEk_19,-2
Nzq88NnDkEk_20,-2
Nzq88NnDkEk_21,-1
Nzq88NnDkEk_22,0
Nzq88NnDkEk_23,-2
Nzq88NnDkEk_24,-1
Nzq88NnDkEk_25,-3
Nzq88NnDkEk_26,-3
Nzq88NnDkEk_27,-2
Nzq88NnDkEk_28,0
Nzq88NnDkEk_29,1
Nzq88NnDkEk_30,-3
Nzq88NnDkEk_31,2
Nzq88NnDkEk_32,2
OQvJTdtJ2H4_1,-1
OQvJTdtJ2H4_2,-1
OQvJTdtJ2H4_3,-2
OQvJTdtJ2H4_4,-2
OQvJTdtJ2H4_5,-1
OQvJTdtJ2H4_6,-1
OQvJTdtJ2H4_7,-2
OQvJTdtJ2H4_8,-1
OQvJTdtJ2H4_9,-2
OQvJTdtJ2H4_10,-2
OQvJTdtJ2H4_11,-2
OQvJTdtJ2H4_12,-1
OQvJTdtJ2H4_13,1
OQvJTdtJ2H4_14,0
OQvJTdtJ2H4_15,0
OQvJTdtJ2H4_16,-1
OtBXNcAL_lE_1,0
OtBXNcAL_lE_2,-3
OtBXNcAL_lE_3,-1
OtBXNcAL_lE_4,-2
OtBXNcAL_lE_5,-3
OtBXNcAL_lE_6,0
OtBXNcAL_lE_7,-2
OtBXNcAL_lE_8,0
OtBXNcAL_lE_9,1
OtBXNcAL_lE_10,0
OtBXNcAL_lE_11,0
OtBXNcAL_lE_12,-2
OtBXNcAL_lE_13,-2
OtBXNcAL_lE_14,-1
OtBXNcAL_lE_15,0
OtBXNcAL_lE_16,-1
OtBXNcAL_lE_17,-1
OtBXNcAL_lE_18,-1
OtBXNcAL_lE_19,-2
OtBXNcAL_lE_20,-2
OtBXNcAL_lE_21,-2
OtBXNcAL_lE_22,-2
OtBXNcAL_lE_23,0
OtBXNcAL_lE_24,-2
Oz06ZWiO20M_1,1
Oz06ZWiO20M_2,-2
Oz06ZWiO20M_3,0
Oz06ZWiO20M_4,2
Oz06ZWiO20M_5,0
Oz06ZWiO20M_6,-1
Oz06ZWiO20M_7,-2
Oz06ZWiO20M_8,0
Oz06ZWiO20M_9,0
Oz06ZWiO20M_10,0
Oz06ZWiO20M_11,-2
Oz06ZWiO20M_12,-1
Oz06ZWiO20M_13,1
Oz06ZWiO20M_14,1
Oz06ZWiO20M_15,0
Oz06ZWiO20M_16,0
Oz06ZWiO20M_17,1
Oz06ZWiO20M_18,1
Oz06ZWiO20M_19,0
Oz06ZWiO20M_20,1
Oz06ZWiO20M_21,0
Oz06ZWiO20M_22,-2
Oz06ZWiO20M_23,-2
Oz06ZWiO20M_24,1
Oz06ZWiO20M_25,2
ob23OKe5a9Q_1,1
ob23OKe5a9Q_2,1
ob23OKe5a9Q_3,-1
ob23OKe5a9Q_4,-2
ob23OKe5a9Q_5,-2
ob23OKe5a9Q_6,0
ob23OKe5a9Q_7,1
ob23OKe5a9Q_8,1
ob23OKe5a9Q_9,-1
ob23OKe5a9Q_10,1
ob23OKe5a9Q_11,1
ob23OKe5a9Q_12,3
ob23OKe5a9Q_13,1
ob23OKe5a9Q_14,1
phBUpBr1hSo_1,1
phBUpBr1hSo_2,2
phBUpBr1hSo_3,3
phBUpBr1hSo_4,-1
phBUpBr1hSo_5,-1
phBUpBr1hSo_6,2
phBUpBr1hSo_7,-1
phBUpBr1hSo_8,-2
phBUpBr1hSo_9,-2
phBUpBr1hSo_10,-1
phBUpBr1hSo_11,2
phBUpBr1hSo_12,2
phBUpBr1hSo_13,1
phBUpBr1hSo_14,-1
phBUpBr1hSo_15,-2
phBUpBr1hSo_16,-2
phBUpBr1hSo_17,2
phBUpBr1hSo_18,1
phBUpBr1hSo_19,2
phBUpBr1hSo_20,-1
phBUpBr1hSo_21,1
pLTX3ipuDJI_1,-2
pLTX3ipuDJI_2,-2
pLTX3ipuDJI_3,-1
pLTX3ipuDJI_4,-2
pLTX3ipuDJI_5,-2
pLTX3ipuDJI_6,-1
pLTX3ipuDJI_7,1
pLTX3ipuDJI_8,-2
pLTX3ipuDJI_9,0
pLTX3ipuDJI_10,-2
pLTX3ipuDJI_11,1
pLTX3ipuDJI_12,-2
pLTX3ipuDJI_13,-1
pLTX3ipuDJI_14,-2
pLTX3ipuDJI_15,-1
pLTX3ipuDJI_16,-2
POKffnXeBds_1,0
POKffnXeBds_2,0
POKffnXeBds_3,-1
POKffnXeBds_4,-2
POKffnXeBds_5,-2
POKffnXeBds_6,-2
POKffnXeBds_7,-1
POKffnXeBds_8,-2
POKffnXeBds_9,-2
POKffnXeBds_10,-2
POKffnXeBds_11,-3
POKffnXeBds_12,-2
POKffnXeBds_13,-3
PZ-lDQFboO8_1,-1
PZ-lDQFboO8_2,-2
PZ-lDQFboO8_3,-2
PZ-lDQFboO8_4,-1
PZ-lDQFboO8_5,1
PZ-lDQFboO8_6,-2
PZ-lDQFboO8_7,-2
PZ-lDQFboO8_8,-1
PZ-lDQFboO8_9,-2
PZ-lDQFboO8_10,2
PZ-lDQFboO8_11,0
PZ-lDQFboO8_12,-2
QN9ZIUWUXsY_1,0
QN9ZIUWUXsY_2,-2
QN9ZIUWUXsY_3,1
QN9ZIUWUXsY_4,-2
QN9ZIUWUXsY_5,3
QN9ZIUWUXsY_6,1
QN9ZIUWUXsY_7,-1
QN9ZIUWUXsY_8,-1
QN9ZIUWUXsY_9,-2
QN9ZIUWUXsY_10,1
QN9ZIUWUXsY_11,-1
QN9ZIUWUXsY_12,-1
QN9ZIUWUXsY_13,2
QN9ZIUWUXsY_14,3
QN9ZIUWUXsY_15,2
QN9ZIUWUXsY_16,2
QN9ZIUWUXsY_17,-1
QN9ZIUWUXsY_18,-2
Qr1Ca94K55A_1,3
Qr1Ca94K55A_2,-2
Qr1Ca94K55A_3,-2
Qr1Ca94K55A_4,1
Qr1Ca94K55A_5,-2
Qr1Ca94K55A_6,2
Qr1Ca94K55A_7,-1
Qr1Ca94K55A_8,2
Qr1Ca94K55A_9,2
Qr1Ca94K55A_10,-2
Qr1Ca94K55A_11,2
Qr1Ca94K55A_12,-2
Qr1Ca94K55A_13,-2
Qr1Ca94K55A_14,3
rnaNMUZpvvg_1,-3
rnaNMUZpvvg_2,2
rnaNMUZpvvg_3,-1
rnaNMUZpvvg_4,-2
rnaNMUZpvvg_5,-3
rnaNMUZpvvg_6,-3
rnaNMUZpvvg_7,0
rnaNMUZpvvg_8,-2
