video_name,label
cM3Yna7AavY_7,1
cM3Yna7AavY_8,0
cM3Yna7AavY_9,0
cM3Yna7AavY_10,1
cM3Yna7AavY_11,1
cM3Yna7AavY_12,0
cM3Yna7AavY_13,0
cM3Yna7AavY_14,0
cM3Yna7AavY_15,0
cM3Yna7AavY_16,0
cW1FSBF59ik_1,0
cW1FSBF59ik_2,1
cW1FSBF59ik_3,0
cW1FSBF59ik_4,1
cW1FSBF59ik_5,1
cW1FSBF59ik_6,1
cW1FSBF59ik_7,0
cW1FSBF59ik_8,1
cW1FSBF59ik_9,0
cW1FSBF59ik_10,0
cW1FSBF59ik_11,0
cW1FSBF59ik_12,1
cW1FSBF59ik_13,1
cW1FSBF59ik_14,0
cW1FSBF59ik_15,0
cW1FSBF59ik_16,1
cW1FSBF59ik_17,1
cW1FSBF59ik_18,1
cW1FSBF59ik_19,0
cW1FSBF59ik_20,1
cW1FSBF59ik_21,1
cW1FSBF59ik_22,0
cW1FSBF59ik_23,1
cW1FSBF59ik_24,0
cXypl4FnoZo_1,1
cXypl4FnoZo_2,1
cXypl4FnoZo_3,1
cXypl4FnoZo_4,0
cXypl4FnoZo_5,1
cXypl4FnoZo_6,0
cXypl4FnoZo_7,0
cXypl4FnoZo_8,1
cXypl4FnoZo_9,1
cXypl4FnoZo_10,1
cXypl4FnoZo_11,1
cXypl4FnoZo_12,1
cXypl4FnoZo_13,0
cXypl4FnoZo_14,0
cXypl4FnoZo_15,0
cXypl4FnoZo_16,0
cXypl4FnoZo_17,0
cXypl4FnoZo_18,0
cXypl4FnoZo_19,0
cXypl4FnoZo_20,0
cXypl4FnoZo_21,0
cXypl4FnoZo_22,0
cXypl4FnoZo_23,0
cXypl4FnoZo_24,0
cXypl4FnoZo_25,0
cXypl4FnoZo_26,0
cXypl4FnoZo_27,0
cXypl4FnoZo_28,0
cXypl4FnoZo_29,0
d3_k5Xpfmik_1,1
d3_k5Xpfmik_2,0
d3_k5Xpfmik_3,1
d3_k5Xpfmik_4,0
d3_k5Xpfmik_5,1
d3_k5Xpfmik_6,1
d3_k5Xpfmik_7,0
d3_k5Xpfmik_8,1
d3_k5Xpfmik_9,1
d3_k5Xpfmik_10,0
d3_k5Xpfmik_11,1
d3_k5Xpfmik_12,1
d3_k5Xpfmik_13,1
d3_k5Xpfmik_14,1
d3_k5Xpfmik_15,1
d3_k5Xpfmik_16,1
d3_k5Xpfmik_17,1
d3_k5Xpfmik_18,0
d3_k5Xpfmik_19,0
d6hH302o4v8_1,0
d6hH302o4v8_2,0
d6hH302o4v8_3,0
d6hH302o4v8_4,0
d6hH302o4v8_5,0
d6hH302o4v8_6,0
d6hH302o4v8_7,0
d6hH302o4v8_8,0
d6hH302o4v8_9,0
d6hH302o4v8_10,0
d6hH302o4v8_11,0
d6hH302o4v8_12,1
d6hH302o4v8_13,0
d6hH302o4v8_14,0
d6hH302o4v8_15,0
d6hH302o4v8_16,0
d6hH302o4v8_17,0
d6hH302o4v8_18,0
d6hH302o4v8_19,0
d6hH302o4v8_20,1
d6hH302o4v8_21,0
d6hH302o4v8_22,0
d6hH302o4v8_23,0
d6hH302o4v8_24,0
d6hH302o4v8_25,0
d6hH302o4v8_26,0
d6hH302o4v8_27,0
d6hH302o4v8_28,0
d6hH302o4v8_29,0
d6hH302o4v8_30,0
d6hH302o4v8_31,0
d6hH302o4v8_32,0
d6hH302o4v8_33,0
d6hH302o4v8_34,0
d6hH302o4v8_35,0
d6hH302o4v8_36,0
d6hH302o4v8_37,0
d6hH302o4v8_38,0
d6hH302o4v8_39,0
d6hH302o4v8_40,0
d6hH302o4v8_41,0
d6hH302o4v8_42,0
d6hH302o4v8_43,0
Dg_0XKD0Mf4_1,0
Dg_0XKD0Mf4_2,0
Dg_0XKD0Mf4_3,1
Dg_0XKD0Mf4_4,0
Dg_0XKD0Mf4_5,1
Dg_0XKD0Mf4_6,0
Dg_0XKD0Mf4_7,0
Dg_0XKD0Mf4_8,0
Dg_0XKD0Mf4_9,0
Dg_0XKD0Mf4_10,0
Dg_0XKD0Mf4_11,1
Dg_0XKD0Mf4_12,1
Dg_0XKD0Mf4_13,0
Dg_0XKD0Mf4_14,0
Dg_0XKD0Mf4_15,0
Dg_0XKD0Mf4_16,1
Dg_0XKD0Mf4_17,0
Dg_0XKD0Mf4_18,1
dq3Nf_lMPnE_1,0
dq3Nf_lMPnE_2,0
dq3Nf_lMPnE_3,0
dq3Nf_lMPnE_4,0
dq3Nf_lMPnE_5,1
dq3Nf_lMPnE_6,0
dq3Nf_lMPnE_7,0
dq3Nf_lMPnE_8,0
dq3Nf_lMPnE_9,0
dq3Nf_lMPnE_10,1
dq3Nf_lMPnE_11,0
dq3Nf_lMPnE_12,0
dq3Nf_lMPnE_13,0
dq3Nf_lMPnE_14,0
dq3Nf_lMPnE_15,1
etzxEpPuc6I_1,0
etzxEpPuc6I_2,1
etzxEpPuc6I_3,0
etzxEpPuc6I_4,0
etzxEpPuc6I_5,0
etzxEpPuc6I_6,0
etzxEpPuc6I_7,0
etzxEpPuc6I_8,0
etzxEpPuc6I_9,0
etzxEpPuc6I_10,0
etzxEpPuc6I_11,0
etzxEpPuc6I_12,0
etzxEpPuc6I_13,0
etzxEpPuc6I_14,0
etzxEpPuc6I_15,0
etzxEpPuc6I_16,0
etzxEpPuc6I_17,0
etzxEpPuc6I_18,1
etzxEpPuc6I_19,0
f_pcplsH_V0_1,0
f_pcplsH_V0_2,1
f_pcplsH_V0_3,0
f_pcplsH_V0_4,0
f_pcplsH_V0_5,1
f_pcplsH_V0_6,1
f_pcplsH_V0_7,0
f_pcplsH_V0_8,0
f_pcplsH_V0_9,0
f_pcplsH_V0_10,1
f_pcplsH_V0_11,0
f_pcplsH_V0_12,0
f_pcplsH_V0_13,1
f_pcplsH_V0_14,0
f_pcplsH_V0_15,0
f9O3YtZ2VfI_1,0
f9O3YtZ2VfI_2,1
f9O3YtZ2VfI_3,0
f9O3YtZ2VfI_4,0
f9O3YtZ2VfI_5,0
f9O3YtZ2VfI_6,0
f9O3YtZ2VfI_7,0
f9O3YtZ2VfI_8,0
f9O3YtZ2VfI_9,0
f9O3YtZ2VfI_10,0
f9O3YtZ2VfI_11,0
f9O3YtZ2VfI_12,0
f9O3YtZ2VfI_13,0
f9O3YtZ2VfI_14,1
f9O3YtZ2VfI_15,0
f9O3YtZ2VfI_16,0
f9O3YtZ2VfI_17,0
f9O3YtZ2VfI_18,0
f9O3YtZ2VfI_19,0
f9O3YtZ2VfI_20,0
f9O3YtZ2VfI_21,1
f9O3YtZ2VfI_22,1
f9O3YtZ2VfI_23,1
f9O3YtZ2VfI_24,0
f9O3YtZ2VfI_25,0
f9O3YtZ2VfI_26,1
f9O3YtZ2VfI_27,1
f9O3YtZ2VfI_28,1
f9O3YtZ2VfI_29,0
f9O3YtZ2VfI_30,0
fvVhgmXxadc_1,0
fvVhgmXxadc_2,0
fvVhgmXxadc_3,0
fvVhgmXxadc_4,0
fvVhgmXxadc_5,0
fvVhgmXxadc_6,0
fvVhgmXxadc_7,0
fvVhgmXxadc_8,0
fvVhgmXxadc_9,0
fvVhgmXxadc_10,0
fvVhgmXxadc_11,0
fvVhgmXxadc_12,0
fvVhgmXxadc_13,0
fvVhgmXxadc_14,0
G6GlGvlkxAQ_1,1
G6GlGvlkxAQ_2,1
G6GlGvlkxAQ_3,1
G6GlGvlkxAQ_4,1
G6GlGvlkxAQ_5,1
G6GlGvlkxAQ_6,1
G6GlGvlkxAQ_7,1
G6GlGvlkxAQ_8,0
G6GlGvlkxAQ_9,0
G6GlGvlkxAQ_10,1
G6GlGvlkxAQ_11,1
G6GlGvlkxAQ_12,0
G6GlGvlkxAQ_13,0
G6GlGvlkxAQ_14,0
G6GlGvlkxAQ_15,0
G6GlGvlkxAQ_16,0
G6GlGvlkxAQ_17,0
G6GlGvlkxAQ_18,0
G6GlGvlkxAQ_19,0
G6GlGvlkxAQ_20,0
G6GlGvlkxAQ_21,0
G6GlGvlkxAQ_22,0
G6GlGvlkxAQ_23,0
G6GlGvlkxAQ_24,1
G6GlGvlkxAQ_25,1
G6GlGvlkxAQ_26,0
G6GlGvlkxAQ_27,0
G6GlGvlkxAQ_28,0
G6GlGvlkxAQ_29,1
GWuJjcEuzt8_1,1
GWuJjcEuzt8_2,0
GWuJjcEuzt8_3,1
GWuJjcEuzt8_4,0
GWuJjcEuzt8_5,0
GWuJjcEuzt8_6,0
GWuJjcEuzt8_7,0
GWuJjcEuzt8_8,0
GWuJjcEuzt8_9,1
GWuJjcEuzt8_10,1
GWuJjcEuzt8_11,1
GWuJjcEuzt8_12,1
GWuJjcEuzt8_13,1
GWuJjcEuzt8_14,1
GWuJjcEuzt8_15,0
GWuJjcEuzt8_16,0
GWuJjcEuzt8_17,0
GWuJjcEuzt8_18,0
G-xst2euQUc_1,1
G-xst2euQUc_2,0
G-xst2euQUc_3,0
G-xst2euQUc_4,0
G-xst2euQUc_5,1
G-xst2euQUc_6,1
G-xst2euQUc_7,1
G-xst2euQUc_8,1
G-xst2euQUc_9,1
G-xst2euQUc_10,1
G-xst2euQUc_11,0
G-xst2euQUc_12,1
G-xst2euQUc_13,1
G-xst2euQUc_14,0
G-xst2euQUc_15,1
G-xst2euQUc_16,0
G-xst2euQUc_17,0
G-xst2euQUc_18,0
G-xst2euQUc_19,0
G-xst2euQUc_20,1
G-xst2euQUc_21,1
HEsqda8_d0Q_1,1
HEsqda8_d0Q_2,1
HEsqda8_d0Q_3,1
HEsqda8_d0Q_4,0
HEsqda8_d0Q_5,0
HEsqda8_d0Q_6,1
HEsqda8_d0Q_7,1
HEsqda8_d0Q_8,1
HEsqda8_d0Q_9,1
HEsqda8_d0Q_10,0
HEsqda8_d0Q_11,1
HEsqda8_d0Q_12,0
HEsqda8_d0Q_13,0
HEsqda8_d0Q_14,1
HEsqda8_d0Q_15,1
HEsqda8_d0Q_16,1
HEsqda8_d0Q_17,0
HEsqda8_d0Q_18,0
HEsqda8_d0Q_19,0
HEsqda8_d0Q_20,1
HEsqda8_d0Q_21,1
HEsqda8_d0Q_22,0
HEsqda8_d0Q_23,0
HEsqda8_d0Q_24,1
HEsqda8_d0Q_25,1
HEsqda8_d0Q_26,0
HEsqda8_d0Q_27,0
HEsqda8_d0Q_28,1
HEsqda8_d0Q_29,0
HEsqda8_d0Q_30,1
HEsqda8_d0Q_31,1
HEsqda8_d0Q_32,0
HEsqda8_d0Q_33,0
HEsqda8_d0Q_34,0
I5y0__X72p0_1,0
I5y0__X72p0_2,0
I5y0__X72p0_3,0
I5y0__X72p0_4,0
I5y0__X72p0_5,1
I5y0__X72p0_6,1
I5y0__X72p0_7,0
I5y0__X72p0_8,0
I5y0__X72p0_9,1
I5y0__X72p0_10,1
I5y0__X72p0_11,0
I5y0__X72p0_12,0
I5y0__X72p0_13,0
I5y0__X72p0_14,0
I5y0__X72p0_15,0
I5y0__X72p0_16,0
I5y0__X72p0_17,0
I5y0__X72p0_18,1
I5y0__X72p0_19,1
I5y0__X72p0_20,0
I5y0__X72p0_21,0
I5y0__X72p0_22,0
I5y0__X72p0_23,0
I5y0__X72p0_24,0
I5y0__X72p0_25,1
I5y0__X72p0_26,0
I5y0__X72p0_27,0
I5y0__X72p0_28,1
I5y0__X72p0_29,1
I5y0__X72p0_30,1
I5y0__X72p0_31,1
I5y0__X72p0_32,1
I5y0__X72p0_33,1
I5y0__X72p0_34,0
I5y0__X72p0_35,1
I5y0__X72p0_36,0
I5y0__X72p0_37,1
I5y0__X72p0_38,0
I5y0__X72p0_39,1
iiK8YX8oH1E_1,0
iiK8YX8oH1E_2,1
iiK8YX8oH1E_3,0
iiK8YX8oH1E_4,0
iiK8YX8oH1E_5,0
iiK8YX8oH1E_6,0
iiK8YX8oH1E_7,0
iiK8YX8oH1E_8,0
iiK8YX8oH1E_9,0
iiK8YX8oH1E_10,0
iiK8YX8oH1E_11,1
iiK8YX8oH1E_12,1
iiK8YX8oH1E_13,0
iiK8YX8oH1E_14,0
iiK8YX8oH1E_15,0
iiK8YX8oH1E_16,0
iiK8YX8oH1E_17,1
iiK8YX8oH1E_18,0
Iu2PFX3z_1s_1,1
Iu2PFX3z_1s_2,1
Iu2PFX3z_1s_3,1
Iu2PFX3z_1s_4,0
Iu2PFX3z_1s_5,1
Iu2PFX3z_1s_6,0
Iu2PFX3z_1s_7,1
Iu2PFX3z_1s_8,0
Iu2PFX3z_1s_9,1
Iu2PFX3z_1s_10,1
Iu2PFX3z_1s_11,1
Iu2PFX3z_1s_12,1
Iu2PFX3z_1s_13,0
Iu2PFX3z_1s_14,1
Iu2PFX3z_1s_15,1
Iu2PFX3z_1s_16,1
IumbAb8q2dM_1,0
IumbAb8q2dM_2,0
IumbAb8q2dM_3,0
IumbAb8q2dM_4,1
IumbAb8q2dM_5,1
IumbAb8q2dM_6,1
IumbAb8q2dM_7,0
IumbAb8q2dM_8,1
IumbAb8q2dM_9,1
IumbAb8q2dM_10,0
IumbAb8q2dM_11,0
IumbAb8q2dM_12,1
IumbAb8q2dM_13,1
IumbAb8q2dM_14,1
IumbAb8q2dM_15,1
IumbAb8q2dM_16,1
IumbAb8q2dM_17,1
IumbAb8q2dM_18,0
IumbAb8q2dM_19,1
IumbAb8q2dM_20,1
IumbAb8q2dM_21,1
IumbAb8q2dM_22,1
Jkswaaud0hk_1,1
Jkswaaud0hk_2,1
Jkswaaud0hk_3,1
Jkswaaud0hk_4,1
Jkswaaud0hk_5,1
Jkswaaud0hk_6,0
Jkswaaud0hk_7,0
Jkswaaud0hk_8,1
Jkswaaud0hk_9,1
Jkswaaud0hk_10,0
Jkswaaud0hk_11,1
Jkswaaud0hk_12,1
Jkswaaud0hk_13,1
Jkswaaud0hk_14,0
Jkswaaud0hk_15,1
Jkswaaud0hk_16,1
Jkswaaud0hk_17,0
Jkswaaud0hk_18,0
Jkswaaud0hk_19,1
Jkswaaud0hk_20,1
jUzDDGyPkXU_1,1
jUzDDGyPkXU_2,1
jUzDDGyPkXU_3,0
jUzDDGyPkXU_4,0
jUzDDGyPkXU_5,0
jUzDDGyPkXU_6,0
jUzDDGyPkXU_7,0
jUzDDGyPkXU_8,1
jUzDDGyPkXU_9,1
jUzDDGyPkXU_10,1
jUzDDGyPkXU_11,1
jUzDDGyPkXU_12,0
jUzDDGyPkXU_13,0
jUzDDGyPkXU_14,0
jUzDDGyPkXU_15,1
jUzDDGyPkXU_16,1
jUzDDGyPkXU_17,0
jUzDDGyPkXU_18,0
jUzDDGyPkXU_19,1
jUzDDGyPkXU_20,0
jUzDDGyPkXU_21,0
jUzDDGyPkXU_22,0
jUzDDGyPkXU_23,1
jUzDDGyPkXU_24,0
jUzDDGyPkXU_25,0
jUzDDGyPkXU_26,0
jUzDDGyPkXU_27,0
k5Y_838nuGo_1,0
k5Y_838nuGo_2,1
k5Y_838nuGo_3,0
k5Y_838nuGo_4,1
k5Y_838nuGo_5,0
k5Y_838nuGo_6,1
k5Y_838nuGo_7,0
k5Y_838nuGo_8,0
k5Y_838nuGo_9,1
k5Y_838nuGo_10,1
k5Y_838nuGo_11,0
k5Y_838nuGo_12,0
k5Y_838nuGo_13,0
k5Y_838nuGo_14,0
k5Y_838nuGo_15,0
k5Y_838nuGo_16,0
k5Y_838nuGo_17,0
k5Y_838nuGo_18,0
k5Y_838nuGo_19,0
k5Y_838nuGo_20,0
k5Y_838nuGo_21,0
k5Y_838nuGo_22,0
k5Y_838nuGo_23,0
k5Y_838nuGo_24,0
k5Y_838nuGo_25,0
k5Y_838nuGo_26,1
k5Y_838nuGo_27,0
k5Y_838nuGo_28,1
k5Y_838nuGo_29,0
k5Y_838nuGo_30,1
k5Y_838nuGo_31,0
LSi-o-IrDMs_1,1
LSi-o-IrDMs_2,0
LSi-o-IrDMs_3,0
LSi-o-IrDMs_4,0
LSi-o-IrDMs_5,0
LSi-o-IrDMs_6,0
LSi-o-IrDMs_7,0
LSi-o-IrDMs_8,0
LSi-o-IrDMs_9,0
LSi-o-IrDMs_10,0
LSi-o-IrDMs_11,1
LSi-o-IrDMs_12,0
LSi-o-IrDMs_13,0
LSi-o-IrDMs_14,1
LSi-o-IrDMs_15,1
LSi-o-IrDMs_16,0
LSi-o-IrDMs_17,1
LSi-o-IrDMs_18,1
LSi-o-IrDMs_19,1
LSi-o-IrDMs_20,0
LSi-o-IrDMs_21,1
LSi-o-IrDMs_22,1
LSi-o-IrDMs_23,1
LSi-o-IrDMs_24,1
LSi-o-IrDMs_25,0
LSi-o-IrDMs_26,0
LSi-o-IrDMs_27,0
LSi-o-IrDMs_28,0
LSi-o-IrDMs_29,1
lXPQBPVc5Cw_1,0
lXPQBPVc5Cw_2,0
lXPQBPVc5Cw_3,0
lXPQBPVc5Cw_4,0
lXPQBPVc5Cw_5,0
lXPQBPVc5Cw_6,0
lXPQBPVc5Cw_7,0
lXPQBPVc5Cw_8,1
lXPQBPVc5Cw_9,0
lXPQBPVc5Cw_10,0
lXPQBPVc5Cw_11,0
lXPQBPVc5Cw_12,0
lXPQBPVc5Cw_13,1
lXPQBPVc5Cw_14,0
lXPQBPVc5Cw_15,0
lXPQBPVc5Cw_16,0
lXPQBPVc5Cw_17,0
lXPQBPVc5Cw_18,0
lXPQBPVc5Cw_19,0
lXPQBPVc5Cw_20,0
lXPQBPVc5Cw_21,1
lXPQBPVc5Cw_22,1
lXPQBPVc5Cw_23,0
lXPQBPVc5Cw_24,0
lXPQBPVc5Cw_25,0
lXPQBPVc5Cw_26,0
lXPQBPVc5Cw_27,0
lXPQBPVc5Cw_28,0
lXPQBPVc5Cw_29,0
lXPQBPVc5Cw_30,0
MLal-t_vJPM_1,0
MLal-t_vJPM_2,1
MLal-t_vJPM_3,1
MLal-t_vJPM_4,1
MLal-t_vJPM_5,1
MLal-t_vJPM_6,1
MLal-t_vJPM_7,1
MLal-t_vJPM_8,1
MLal-t_vJPM_9,1
MLal-t_vJPM_10,0
MLal-t_vJPM_11,0
MLal-t_vJPM_12,0
MLal-t_vJPM_13,0
MLal-t_vJPM_14,0
MLal-t_vJPM_15,0
MLal-t_vJPM_16,0
MLal-t_vJPM_17,0
MLal-t_vJPM_18,0
nbWiPyCm4g0_1,1
nbWiPyCm4g0_2,0
nbWiPyCm4g0_3,0
nbWiPyCm4g0_4,0
nbWiPyCm4g0_5,0
nbWiPyCm4g0_6,0
nbWiPyCm4g0_7,0
nbWiPyCm4g0_8,0
nbWiPyCm4g0_9,0
nbWiPyCm4g0_10,1
Njd1F0vZSm4_1,1
Njd1F0vZSm4_2,1
Njd1F0vZSm4_3,1
Njd1F0vZSm4_4,1
Njd1F0vZSm4_5,0
Njd1F0vZSm4_6,1
Njd1F0vZSm4_7,0
Njd1F0vZSm4_8,0
Njd1F0vZSm4_9,0
Njd1F0vZSm4_10,0
Njd1F0vZSm4_11,0
Njd1F0vZSm4_12,0
Njd1F0vZSm4_13,0
nzpVDcQ0ywM_1,0
nzpVDcQ0ywM_2,0
nzpVDcQ0ywM_3,0
nzpVDcQ0ywM_4,0
nzpVDcQ0ywM_5,0
nzpVDcQ0ywM_6,0
nzpVDcQ0ywM_7,0
nzpVDcQ0ywM_8,1
nzpVDcQ0ywM_9,0
nzpVDcQ0ywM_10,0
nzpVDcQ0ywM_11,0
nzpVDcQ0ywM_12,0
nzpVDcQ0ywM_13,0
nzpVDcQ0ywM_14,0
nzpVDcQ0ywM_15,0
nzpVDcQ0ywM_16,1
nzpVDcQ0ywM_17,1
nzpVDcQ0ywM_18,1
nzpVDcQ0ywM_19,0
nzpVDcQ0ywM_20,0
nzpVDcQ0ywM_21,0
nzpVDcQ0ywM_22,1
nzpVDcQ0ywM_23,1
nzpVDcQ0ywM_24,1
Nzq88NnDkEk_1,0
Nzq88NnDkEk_2,0
Nzq88NnDkEk_3,0
Nzq88NnDkEk_4,0
Nzq88NnDkEk_5,0
Nzq88NnDkEk_6,1
Nzq88NnDkEk_7,1
Nzq88NnDkEk_8,0
Nzq88NnDkEk_9,0
Nzq88NnDkEk_10,0
Nzq88NnDkEk_11,0
Nzq88NnDkEk_12,0
Nzq88NnDkEk_13,0
Nzq88NnDkEk_14,0
Nzq88NnDkEk_15,0
Nzq88NnDkEk_16,0
Nzq88NnDkEk_17,0
Nzq88NnDkEk_18,0
Nzq88NnDkEk_19,0
Nzq88NnDkEk_20,0
Nzq88NnDkEk_21,0
Nzq88NnDkEk_22,0
Nzq88NnDkEk_23,0
Nzq88NnDkEk_24,0
Nzq88NnDkEk_25,0
Nzq88NnDkEk_26,0
Nzq88NnDkEk_27,0
Nzq88NnDkEk_28,0
Nzq88NnDkEk_29,1
Nzq88NnDkEk_30,0
Nzq88NnDkEk_31,1
Nzq88NnDkEk_32,1
OQvJTdtJ2H4_1,0
OQvJTdtJ2H4_2,0
OQvJTdtJ2H4_3,0
OQvJTdtJ2H4_4,0
OQvJTdtJ2H4_5,0
OQvJTdtJ2H4_6,0
OQvJTdtJ2H4_7,0
OQvJTdtJ2H4_8,0
OQvJTdtJ2H4_9,0
OQvJTdtJ2H4_10,0
OQvJTdtJ2H4_11,0
OQvJTdtJ2H4_12,0
OQvJTdtJ2H4_13,1
OQvJTdtJ2H4_14,0
OQvJTdtJ2H4_15,0
OQvJTdtJ2H4_16,0
OtBXNcAL_lE_1,0
OtBXNcAL_lE_2,0
OtBXNcAL_lE_3,0
OtBXNcAL_lE_4,0
OtBXNcAL_lE_5,0
OtBXNcAL_lE_6,0
OtBXNcAL_lE_7,0
OtBXNcAL_lE_8,0
OtBXNcAL_lE_9,1
OtBXNcAL_lE_10,0
OtBXNcAL_lE_11,0
OtBXNcAL_lE_12,0
OtBXNcAL_lE_13,0
OtBXNcAL_lE_14,0
OtBXNcAL_lE_15,0
OtBXNcAL_lE_16,0
OtBXNcAL_lE_17,0
OtBXNcAL_lE_18,0
OtBXNcAL_lE_19,0
OtBXNcAL_lE_20,0
OtBXNcAL_lE_21,0
OtBXNcAL_lE_22,0
OtBXNcAL_lE_23,0
OtBXNcAL_lE_24,0
Oz06ZWiO20M_1,1
Oz06ZWiO20M_2,0
Oz06ZWiO20M_3,0
Oz06ZWiO20M_4,1
Oz06ZWiO20M_5,0
Oz06ZWiO20M_6,0
Oz06ZWiO20M_7,0
Oz06ZWiO20M_8,0
Oz06ZWiO20M_9,0
Oz06ZWiO20M_10,0
Oz06ZWiO20M_11,0
Oz06ZWiO20M_12,0
Oz06ZWiO20M_13,0
Oz06ZWiO20M_14,1
Oz06ZWiO20M_15,0
Oz06ZWiO20M_16,0
Oz06ZWiO20M_17,0
Oz06ZWiO20M_18,1
Oz06ZWiO20M_19,0
Oz06ZWiO20M_20,0
Oz06ZWiO20M_21,0
Oz06ZWiO20M_22,0
Oz06ZWiO20M_23,0
Oz06ZWiO20M_24,0
Oz06ZWiO20M_25,1
ob23OKe5a9Q_1,1
ob23OKe5a9Q_2,1
ob23OKe5a9Q_3,0
ob23OKe5a9Q_4,0
ob23OKe5a9Q_5,0
ob23OKe5a9Q_6,0
ob23OKe5a9Q_7,0
ob23OKe5a9Q_8,0
ob23OKe5a9Q_9,0
ob23OKe5a9Q_10,1
ob23OKe5a9Q_11,0
ob23OKe5a9Q_12,1
ob23OKe5a9Q_13,1
ob23OKe5a9Q_14,0
phBUpBr1hSo_1,1
phBUpBr1hSo_2,1
phBUpBr1hSo_3,1
phBUpBr1hSo_4,0
phBUpBr1hSo_5,0
phBUpBr1hSo_6,1
phBUpBr1hSo_7,0
phBUpBr1hSo_8,0
phBUpBr1hSo_9,0
phBUpBr1hSo_10,0
phBUpBr1hSo_11,1
phBUpBr1hSo_12,1
phBUpBr1hSo_13,0
phBUpBr1hSo_14,0
phBUpBr1hSo_15,0
phBUpBr1hSo_16,0
phBUpBr1hSo_17,1
phBUpBr1hSo_18,0
phBUpBr1hSo_19,1
phBUpBr1hSo_20,0
phBUpBr1hSo_21,0
pLTX3ipuDJI_1,0
pLTX3ipuDJI_2,0
pLTX3ipuDJI_3,0
pLTX3ipuDJI_4,0
pLTX3ipuDJI_5,0
pLTX3ipuDJI_6,0
pLTX3ipuDJI_7,0
pLTX3ipuDJI_8,0
pLTX3ipuDJI_9,0
pLTX3ipuDJI_10,0
pLTX3ipuDJI_11,0
pLTX3ipuDJI_12,0
pLTX3ipuDJI_13,0
pLTX3ipuDJI_14,0
pLTX3ipuDJI_15,0
pLTX3ipuDJI_16,0
POKffnXeBds_1,0
POKffnXeBds_2,0
POKffnXeBds_3,0
POKffnXeBds_4,0
POKffnXeBds_5,0
POKffnXeBds_6,0
POKffnXeBds_7,0
POKffnXeBds_8,0
POKffnXeBds_9,0
POKffnXeBds_10,0
POKffnXeBds_11,0
POKffnXeBds_12,0
POKffnXeBds_13,0
PZ-lDQFboO8_1,0
PZ-lDQFboO8_2,0
PZ-lDQFboO8_3,0
PZ-lDQFboO8_4,0
PZ-lDQFboO8_5,1
PZ-lDQFboO8_6,0
PZ-lDQFboO8_7,0
PZ-lDQFboO8_8,0
PZ-lDQFboO8_9,0
PZ-lDQFboO8_10,1
PZ-lDQFboO8_11,0
PZ-lDQFboO8_12,0
QN9ZIUWUXsY_1,0
QN9ZIUWUXsY_2,0
QN9ZIUWUXsY_3,1
QN9ZIUWUXsY_4,0
QN9ZIUWUXsY_5,1
QN9ZIUWUXsY_6,0
QN9ZIUWUXsY_7,0
QN9ZIUWUXsY_8,0
QN9ZIUWUXsY_9,0
QN9ZIUWUXsY_10,0
QN9ZIUWUXsY_11,0
QN9ZIUWUXsY_12,0
QN9ZIUWUXsY_13,1
QN9ZIUWUXsY_14,1
QN9ZIUWUXsY_15,1
QN9ZIUWUXsY_16,1
QN9ZIUWUXsY_17,0
QN9ZIUWUXsY_18,0
Qr1Ca94K55A_1,1
Qr1Ca94K55A_2,0
Qr1Ca94K55A_3,0
Qr1Ca94K55A_4,1
Qr1Ca94K55A_5,0
Qr1Ca94K55A_6,1
Qr1Ca94K55A_7,0
Qr1Ca94K55A_8,1
Qr1Ca94K55A_9,1
Qr1Ca94K55A_10,0
Qr1Ca94K55A_11,1
Qr1Ca94K55A_12,0
Qr1Ca94K55A_13,0
Qr1Ca94K55A_14,1
rnaNMUZpvvg_1,0
rnaNMUZpvvg_2,1
rnaNMUZpvvg_3,0
rnaNMUZpvvg_4,0
rnaNMUZpvvg_5,0
rnaNMUZpvvg_6,0
rnaNMUZpvvg_7,0
rnaNMUZpvvg_8,0
rnaNMUZpvvg_9,0
rnaNMUZpvvg_10,0
rnaNMUZpvvg_11,0
rnaNMUZpvvg_12,0
rnaNMUZpvvg_13,0
rnaNMUZpvvg_14,0
rnaNMUZpvvg_15,0
rnaNMUZpvvg_16,0
rnaNMUZpvvg_17,0
rnaNMUZpvvg_18,0
rnaNMUZpvvg_19,0
rnaNMUZpvvg_20,0
rnaNMUZpvvg_21,0
rnaNMUZpvvg_22,0
Sqr0AcuoNnk_1,0
Sqr0AcuoNnk_2,0
Sqr0AcuoNnk_3,0
Sqr0AcuoNnk_4,0
Sqr0AcuoNnk_5,0
Sqr0AcuoNnk_6,0
Sqr0AcuoNnk_7,0
Sqr0AcuoNnk_8,0
Sqr0AcuoNnk_9,1
Sqr0AcuoNnk_10,0
Sqr0AcuoNnk_11,0
Sqr0AcuoNnk_12,1
Sqr0AcuoNnk_13,1
Sqr0AcuoNnk_14,1
Sqr0AcuoNnk_15,1
Sqr0AcuoNnk_16,1
Sqr0AcuoNnk_17,0
Sqr0AcuoNnk_18,0
Sqr0AcuoNnk_19,0
Sqr0AcuoNnk_20,0
Sqr0AcuoNnk_21,0
Sqr0AcuoNnk_22,0
tIrG4oNLFzE_1,1
tIrG4oNLFzE_2,1
tIrG4oNLFzE_3,1
tIrG4oNLFzE_4,1
tIrG4oNLFzE_5,0
